Sno,bhk_type,property_type,beds,baths,balcony,address,city,state_code,country,landmark,table2key,table3key
1739,3,Houses & Villas,3,3,,"Sheetal Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,1712,40
1740,2,Houses & Villas,2,1,,"Ambedkar Colony, Bhiwani, Haryana",Bhiwani,Haryana,India,,1740,1740
1741,4,Houses & Villas,4,2,,"New Industrial Township 3, Faridabad, Haryana",Faridabad,Haryana,India,,1741,1741
1742,2,Houses & Villas,2,2,,"Sector 27, Panchkula, Haryana",Panchkula,Haryana,India,,1742,1742
1743,3,Houses & Villas,3,2,,"Sector 9, Ambala, Haryana",Ambala,Haryana,India,,1743,1743
1744,2,Houses & Villas,2,1,,"25 Sector Part 1, Panipat, Haryana",Panipat,Haryana,India,,1744,1744
1745,4+,Houses & Villas,4+,4+,,"Choti Line, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1745,1745
1746,2,Houses & Villas,2,2,,"Kaimri, Hisar, Haryana",Hisar,Haryana,India,,1746,1746
1747,3,Houses & Villas,3,3,,"Shakti Nagar, Rewari, Haryana",Rewari,Haryana,India,,1747,1747
1748,4+,Houses & Villas,4+,4+,,"Dadri, Charkhi Dadri, Haryana",Charkhi Dadri,Haryana,India,,1748,1748
1749,4,Houses & Villas,4,4,,"Maruti Kunj, Gurgaon, Haryana",Gurgaon,Haryana,India,,1749,1749
1750,4+,Houses & Villas,4+,4+,,"Sector 22, Faridabad, Haryana",Faridabad,Haryana,India,,1750,1750
1751,3,Houses & Villas,3,2,,"Shakti Nagar, Bahadurgarh, Haryana",Bahadurgarh,Haryana,India,,1751,1751
1752,3,Houses & Villas,3,3,,"Vikas Nagar, Bahadurgarh, Haryana",Bahadurgarh,Haryana,India,,1752,1752
1753,4,Houses & Villas,4,4,,"RK Puram Colony, Panipat, Haryana",Panipat,Haryana,India,,1753,1753
1754,4,Houses & Villas,4,3,,"Employs Colony, Rohtak, Haryana",Rohtak,Haryana,India,,1754,1754
1755,4+,Houses & Villas,4+,3,,"Naraingarh Rural Part 88, Naraingarh, Haryana",Naraingarh,Haryana,India,,139,1755
1756,2,Houses & Villas,2,3,,"Surat Nagar Phase 2, Gurgaon, Haryana",Gurgaon,Haryana,India,,1756,1290
1757,4,Houses & Villas,4,3,,"New Colony, Ambala, Haryana",Ambala,Haryana,India,,1757,1757
1758,3,Houses & Villas,3,1,,"Surewala Chowk, Barwala, Haryana",Barwala,Haryana,India,,1758,1758
1759,4+,Houses & Villas,4+,3,,"Ambedkar Nagar, Gurgaon, Haryana",Gurgaon,Haryana,India,,1759,1759
1760,3,Houses & Villas,3,2,,"Rathpur Colony, Pinjore, Haryana",Pinjore,Haryana,India,,1760,608
1761,1,Houses & Villas,1,1,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,1761,1761
1762,2,Houses & Villas,2,2,,"Jain Nagar, Ambala, Haryana",Ambala,Haryana,India,,1762,1762
1763,4,Houses & Villas,4,3,,"Durga Colony, Rewari, Haryana",Rewari,Haryana,India,,1763,1141
1764,2,Houses & Villas,2,1,,"Manmohan Nagar, Panipat, Haryana",Panipat,Haryana,India,,1764,1764
1765,2,Houses & Villas,2,2,,"Dayanand Colony, Gurgaon, Haryana",Gurgaon,Haryana,India,,1765,1765
1766,4+,Houses & Villas,4+,4+,,"Basai Enclave 1, Gurgaon, Haryana",Gurgaon,Haryana,India,,1766,1766
1767,4+,Houses & Villas,4+,4+,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,1767,1767
1768,4+,Houses & Villas,4+,4+,,"Piwara, Rewari, Haryana",Rewari,Haryana,India,,1768,195
1769,2,Houses & Villas,2,2,,"Sector 3, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1769,1769
1770,4+,Houses & Villas,4+,4+,,"Dayal Bagh Colony, Faridabad, Haryana",Faridabad,Haryana,India,,1770,1770
1771,3,Houses & Villas,3,2,,"Azad Nagar, Hisar, Haryana",Hisar,Haryana,India,,1771,301
1772,4,Houses & Villas,4,3,,"Gokulgarh Village, Rewari, Haryana",Rewari,Haryana,India,,1772,1772
1773,1,Houses & Villas,1,1,,"Preeti Vihar, Karnal, Haryana",Karnal,Haryana,India,,1773,1773
1774,4+,Houses & Villas,4+,3,,"Kurari Mohalla, Kalka, Haryana",Kalka,Haryana,India,,1774,1774
1775,1,Houses & Villas,1,1,,"Jagjivan Ram Colony, Panipat, Haryana",Panipat,Haryana,India,,1744,1775
1776,3,Houses & Villas,3,3,,"Sector 7, Panchkula, Haryana",Panchkula,Haryana,India,,1776,1776
1777,3,Houses & Villas,3,2,,"Chaura Bazar, Karnal, Haryana",Karnal,Haryana,India,,1777,1777
1778,4+,Houses & Villas,4+,4+,,"Inder Puri, Ambala, Haryana",Ambala,Haryana,India,,1778,1778
1779,4,Houses & Villas,4,2,,"Indira Colony, Panipat, Haryana",Panipat,Haryana,India,,1779,301
1780,4,Houses & Villas,4,3,,"Kheri Markanda Village, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1780,1780
1781,2,Houses & Villas,2,2,,"Surat Nagar, Gurgaon, Haryana",Gurgaon,Haryana,India,,1781,1781
1782,4,Houses & Villas,4,4,,"Durga Colony, Rewari, Haryana",Rewari,Haryana,India,,1782,1782
1783,4+,Houses & Villas,4+,4,,"Mianwali Colony, Gurgaon, Haryana",Gurgaon,Haryana,India,,1783,1783
1784,3,Houses & Villas,3,1,,"Saraswati Colony, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1784,827
1785,4+,Houses & Villas,4+,4+,,"Hasangarh, Sampla, Haryana",Sampla,Haryana,India,,1785,1785
1786,3,Houses & Villas,3,3,,"Sector 8, Ambala, Haryana",Ambala,Haryana,India,,1786,1786
1787,3,Houses & Villas,3,2,,"Officer Colony, Adampur, Haryana",Adampur,Haryana,India,,1787,302
1788,3,Houses & Villas,3,3,,"Garhi Bohar, Rohtak, Haryana",Rohtak,Haryana,India,,1788,1788
1789,3,Houses & Villas,3,2,,"BST Colony, Ganaur, Haryana",Ganaur,Haryana,India,,1789,1789
1790,4+,Houses & Villas,4+,4+,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,1790,338
1791,4+,Houses & Villas,4+,3,,"West Ram Nagar, Sonipat, Haryana",Sonipat,Haryana,India,,1791,1791
1792,4+,Houses & Villas,4+,4+,,"Jamalpur, Gurgaon, Haryana",Gurgaon,Haryana,India,,1792,1792
1793,4+,Houses & Villas,4+,2,,"Azadgarh, Rohtak, Haryana",Rohtak,Haryana,India,,1793,1793
1794,2,Houses & Villas,2,2,,"Sehtapur, Faridabad, Haryana",Faridabad,Haryana,India,,1794,813
1795,2,Houses & Villas,2,1,,"Safidon Rural 54, Safidon, Haryana",Safidon,Haryana,India,,1795,1795
1796,4+,Houses & Villas,4+,4,,"Shankar Garden, Bahadurgarh, Haryana",Bahadurgarh,Haryana,India,,1796,1796
1797,4+,Houses & Villas,4+,2,,"Shamshabad Rajiv Nagar, Palwal, Haryana",Palwal,Haryana,India,,1797,1797
1798,4,Houses & Villas,4,1,,"Bank Colony, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1798,1798
1799,4,Houses & Villas,4,4,,"Vikas Nagar, Sonipat, Haryana",Sonipat,Haryana,India,,1799,1799
1800,4,Houses & Villas,4,3,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,1800,1782
1801,3,Houses & Villas,3,2,,"Sector 86, Faridabad, Haryana",Faridabad,Haryana,India,,1801,1801
1802,4+,Houses & Villas,4+,3,,"Railway Colony, Sirsa, Haryana",Sirsa,Haryana,India,,1802,995
1803,4+,Houses & Villas,4+,4,,"Sector 20, Sirsa, Haryana",Sirsa,Haryana,India,,1803,1803
1804,2,Houses & Villas,2,2,,"Devi Mandir Area, Panipat, Haryana",Panipat,Haryana,India,,1804,639
1805,3,Houses & Villas,3,4,,"Ansal Town, Karnal, Haryana",Karnal,Haryana,India,,1805,1414
1806,2,Houses & Villas,2,1,,"Prem Nagar, Narwana, Haryana",Narwana,Haryana,India,,1806,503
1807,4+,Houses & Villas,4+,4,,"Prem Nagar, Ellenabad, Haryana",Ellenabad,Haryana,India,,1807,1807
1808,4,Houses & Villas,4,4+,,"Bishangarh, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1808,1808
1809,2,Houses & Villas,2,1,,"Kamal Vihar, Bahadurgarh, Haryana",Bahadurgarh,Haryana,India,,1809,1809
1810,3,Houses & Villas,3,2,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,1810,1810
1811,4,Houses & Villas,4,2,,"Rishi Nagar, Sonipat, Haryana",Sonipat,Haryana,India,,1811,1811
1812,2,Houses & Villas,2,1,,"Moti Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,1812,1812
1813,4,Houses & Villas,4,3,,"Camp, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1813,70
1814,4+,Houses & Villas,4+,4,,"Vasant Vihar Colony, Karnal, Haryana",Karnal,Haryana,India,,1814,860
1815,2,Houses & Villas,2,1,,"Sector 3, Faridabad, Haryana",Faridabad,Haryana,India,,1815,1815
1816,4+,Houses & Villas,4+,4,,"Chamar Majra, Ambala, Haryana",Ambala,Haryana,India,,1816,852
1817,4+,Houses & Villas,4+,2,,"TDI City Kundli, Sonipat, Haryana",Sonipat,Haryana,India,,1817,1817
1818,2,Houses & Villas,2,2,,"Bitna, Pinjore, Haryana",Pinjore,Haryana,India,,1629,1629
1819,3,Houses & Villas,3,4,,"Ansal Town, Karnal, Haryana",Karnal,Haryana,India,,1805,1819
1820,4,Houses & Villas,4,2,,"Azad Nagar Shastri Nagar, Hisar, Haryana",Hisar,Haryana,India,,874,1269
1821,2,Houses & Villas,2,2,,"Ambala Cantt, Ambala, Haryana",Ambala,Haryana,India,,139,1821
1822,4+,Houses & Villas,4+,4,,"Bata Colony, Sirsa, Haryana",Sirsa,Haryana,India,,1822,1822
1823,4+,Houses & Villas,4+,4+,,"Chauna Chowk, Pinjore, Haryana",Pinjore,Haryana,India,,1823,280
1824,3,Houses & Villas,3,2,,"New Industrial Township 2, Faridabad, Haryana",Faridabad,Haryana,India,,1824,1824
1825,4+,Houses & Villas,4+,4+,,"Saraswati Enclave, Gurgaon, Haryana",Gurgaon,Haryana,India,,1825,1825
1826,2,Houses & Villas,2,2,,"Baldi, Karnal, Haryana",Karnal,Haryana,India,,1826,341
1827,3,Houses & Villas,3,2,,"New Grain Market, Kalanwali, Haryana",Kalanwali,Haryana,India,,1827,1827
1828,3,Houses & Villas,3,1,,"Indian Colony Extension, Sonipat, Haryana",Sonipat,Haryana,India,,1828,1828
1829,4+,Houses & Villas,4+,3,,"Sector 3, Fatehabad, Haryana",Fatehabad,Haryana,India,,1829,1829
1830,2,Houses & Villas,2,2,,"Rishi Nagar, Hisar, Haryana",Hisar,Haryana,India,,1830,1830
1831,4,Houses & Villas,4,4+,,"Shiv Nagar, Fatehabad, Haryana",Fatehabad,Haryana,India,,1831,1831
1832,2,Houses & Villas,2,1,,"Railway Colony, Jind, Haryana",Jind,Haryana,India,,1832,1832
1833,2,Houses & Villas,2,3,,"Jasana, Faridabad, Haryana",Faridabad,Haryana,India,,1833,475
1834,1,Houses & Villas,1,1,,"Kot Mohalla, Sonipat, Haryana",Sonipat,Haryana,India,,1834,1834
1835,2,Houses & Villas,2,1,,"BHARAT COLONY, Faridabad, Haryana",Faridabad,Haryana,India,,1835,1835
1836,1,Houses & Villas,1,1,,"Bhopani Village, Faridabad, Haryana",Faridabad,Haryana,India,,1836,1836
1837,3,Houses & Villas,3,3,,"Mahesh Nagar, Ambala, Haryana",Ambala,Haryana,India,,1837,1837
1838,3,Houses & Villas,3,3,,"Panchkula Industrial Area, Panchkula, Haryana",Panchkula,Haryana,India,,1838,1838
1839,3,Houses & Villas,3,3,,"Ballabhgarh, Faridabad, Haryana",Faridabad,Haryana,India,,359,54
1840,1,Houses & Villas,1,1,,"Sector 14, Faridabad, Haryana",Faridabad,Haryana,India,,1840,1840
1841,2,Houses & Villas,2,1,,"Shiv Nagar Shanti Nagar, Hisar, Haryana",Hisar,Haryana,India,,1841,1841
1842,4+,Houses & Villas,4+,3,,"Dara Kalan Thanesar Part 379, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1842,1842
1843,3,Houses & Villas,3,3,,"Laxman Vihar Phase 2, Gurgaon, Haryana",Gurgaon,Haryana,India,,1843,1843
1844,2,Houses & Villas,2,1,,"Tara Nagar, Sonipat, Haryana",Sonipat,Haryana,India,,1844,1844
1845,3,Houses & Villas,3,2,,"Yamuna Nagar, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1845,1845
1846,3,Houses & Villas,3,1,,"Shiv Shankar Nagar, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1846,860
1847,2,Houses & Villas,2,2,,"Basilva Colony, Faridabad, Haryana",Faridabad,Haryana,India,,1847,1847
1848,4,Houses & Villas,4,2,,"Nishat Bagh, Ambala, Haryana",Ambala,Haryana,India,,1848,1848
1849,3,Houses & Villas,3,2,,"Sector 79, Gurgaon, Haryana",Gurgaon,Haryana,India,,1849,1849
1850,4,Houses & Villas,4,2,,"Wahida, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1850,1850
1851,3,Houses & Villas,3,2,,"Neya Bazar, Bhiwani, Haryana",Bhiwani,Haryana,India,,1851,1851
1852,4,Houses & Villas,4,3,,"Canal Colony, Ratia, Haryana",Ratia,Haryana,India,,55,55
1853,3,Houses & Villas,3,3,,"Sector 20, Panchkula, Haryana",Panchkula,Haryana,India,,1853,1853
1854,3,Houses & Villas,3,2,,"Model Town, Ambala, Haryana",Ambala,Haryana,India,,1854,1854
1855,3,Houses & Villas,3,2,,"Harisingh Colony, Rohtak, Haryana",Rohtak,Haryana,India,,828,1855
1856,4,Houses & Villas,4,4,,"Shahjahanpur, Sonipat, Haryana",Sonipat,Haryana,India,,1856,1856
1857,3,Houses & Villas,3,2,,"Narnaul Rural 159, Narnaul, Haryana",Narnaul,Haryana,India,,1857,283
1858,4+,Houses & Villas,4+,3,,"Sector 2, Rohtak, Haryana",Rohtak,Haryana,India,,1858,1858
1859,3,Houses & Villas,3,2,,"Arya Up Nagar, Narwana, Haryana",Narwana,Haryana,India,,1859,1859
1860,4+,Houses & Villas,4+,4+,,"Kamla Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,1860,1860
1861,2,Houses & Villas,2,2,,"Pipli, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1861,1861
1862,3,Houses & Villas,3,3,,"Shakti Nagar, Rewari, Haryana",Rewari,Haryana,India,,1862,1862
1863,4+,Houses & Villas,4+,1,,"Sham Nagar, Ambala, Haryana",Ambala,Haryana,India,,1863,1863
1864,3,Houses & Villas,3,3,,"Naggal, Ambala, Haryana",Ambala,Haryana,India,,1864,1864
1865,3,Houses & Villas,3,3,,"Sector 2, Faridabad, Haryana",Faridabad,Haryana,India,,1865,809
1866,4+,Houses & Villas,4+,3,,"Shastri Colony, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1866,1866
1867,2,Houses & Villas,2,2,,"Sarswati Nagar, Kurukshetra, Haryana",Kurukshetra,Haryana,India,,1867,1523
1868,4,Houses & Villas,4,3,,"Mustafabad, Yamunanagar, Haryana",Yamunanagar,Haryana,India,,1868,1868
1869,4+,Houses & Villas,4+,2,,"Arjun Nagar, Kaithal, Haryana",Kaithal,Haryana,India,,1869,1869
1870,2,Houses & Villas,2,2,,"Civil Hospital, Hisar, Haryana",Hisar,Haryana,India,,1870,209
1871,4,Houses & Villas,4,2,,"Laxman Vihar, Gurgaon, Haryana",Gurgaon,Haryana,India,,1737,1871
1872,4,Houses & Villas,4,1,,"Karnera Village, Faridabad, Haryana",Faridabad,Haryana,India,,1872,1872
1873,2,Houses & Villas,2,1,,"Nehru Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,1873,1873
1874,3,Houses & Villas,3,4,,"Balitha, Vapi, Gujarat",Vapi,Gujarat,India,,1874,1874
1875,3,Houses & Villas,3,3,,"Ravi Ratna Park, Rajkot, Gujarat",Rajkot,Gujarat,India,,1875,1875
1876,1,Houses & Villas,1,1,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1876,1876
1877,3,Houses & Villas,3,3,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1877,1877
1878,3,Houses & Villas,3,3,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1878,1878
1879,2,Houses & Villas,2,2,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1879,1879
1880,1,Houses & Villas,1,1,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1880,5
1881,2,Houses & Villas,2,2,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1881,1881
1882,2,Houses & Villas,2,2,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1882,1882
1883,2,Houses & Villas,2,2,,"Dindoli, Surat, Gujarat",Surat,Gujarat,India,,1883,1883
1884,3,Houses & Villas,3,3,,"Soma Talav, Vadodara, Gujarat",Vadodara,Gujarat,India,,359,1316
1885,3,Houses & Villas,3,4,,"Oswad Colony, Jamnagar, Gujarat",Jamnagar,Gujarat,India,,1885,1885
1886,4,Houses & Villas,4,4+,,"Railnagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,1886,174
1887,3,Houses & Villas,3,2,,"Bhakti Nagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,1887,1887
1888,4,Houses & Villas,4,4,,"Juhapura, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1888,1652
1889,4,Houses & Villas,4,2,,"Bapod, Vadodara, Gujarat",Vadodara,Gujarat,India,,1889,233
1890,2,Houses & Villas,2,2,,"Chandlodia, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1890,1890
1891,2,Houses & Villas,2,2,,"Sorathiyawadi, Rajkot, Gujarat",Rajkot,Gujarat,India,,1891,1891
1892,3,Houses & Villas,3,2,,"Ghodasar, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1892,1892
1893,2,Houses & Villas,2,1,,"Jeevan Nagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,1893,1893
1894,2,Houses & Villas,2,3,,"Sonal nagar, Upleta, Gujarat",Upleta,Gujarat,India,,1894,1894
1895,3,Houses & Villas,3,2,,"Umiya Chowk, Rajkot, Gujarat",Rajkot,Gujarat,India,,1895,1450
1896,3,Houses & Villas,3,3,,"Soma Talav, Vadodara, Gujarat",Vadodara,Gujarat,India,,84,84
1897,4+,Houses & Villas,4+,4+,,"Vasna Road, Vadodara, Gujarat",Vadodara,Gujarat,India,,151,151
1898,4,Houses & Villas,4,4,,"Samrat Nagar Society, Godhra, Gujarat",Godhra,Gujarat,India,,263,263
1899,1,Houses & Villas,1,1,,"Gajanand Society, Anand, Gujarat",Anand,Gujarat,India,,269,109
1900,2,Houses & Villas,2,1,,"Jawahar Nagar Society, Halol, Gujarat",Halol,Gujarat,India,,292,292
1901,3,Houses & Villas,3,4,,"Railnagar, Rajkot, Gujarat",Rajkot,Gujarat,India,,295,295
1902,2,Houses & Villas,2,1,,"Kadodara, Surat, Gujarat",Surat,Gujarat,India,,1902,1902
1903,4,Houses & Villas,4,2,,"Ghatlodia, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1903,1903
1904,2,Houses & Villas,2,2,,"HUDCO Chowk, Rajkot, Gujarat",Rajkot,Gujarat,India,,1904,1904
1905,1,Houses & Villas,1,1,,"Waradla, Bharuch, Gujarat",Bharuch,Gujarat,India,,1905,1905
1906,2,Houses & Villas,2,2,,"Madhapar, Rajkot, Gujarat",Rajkot,Gujarat,India,,1906,1906
1907,4,Houses & Villas,4,3,,"Vejalpur, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1907,1907
1908,3,Houses & Villas,3,3,,"Karamsad Road, Anand, Gujarat",Anand,Gujarat,India,,1908,860
1909,3,Houses & Villas,3,3,,"Naroda, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1909,1909
1910,2,Houses & Villas,2,2,,"Rami Park, Surat, Gujarat",Surat,Gujarat,India,,1910,1910
1911,3,Houses & Villas,3,2,,"Isanpur, Ahmedabad, Gujarat",Ahmedabad,Gujarat,India,,1911,1161
1912,2,Houses & Villas,2,2,,"Tilak Nagar, Ozar, Maharashtra",Ozar,Maharashtra,India,,1912,1912
1913,1,Houses & Villas,1,1,,"Khar East, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1913,809
1914,4+,Houses & Villas,4+,4+,,"Plato Point, Panchgani, Maharashtra",Panchgani,Maharashtra,India,,1914,1914
1915,4+,Houses & Villas,4+,4+,,"Kankradi, Dahanu, Maharashtra",Dahanu,Maharashtra,India,,1915,1915
1916,1,Houses & Villas,1,1,,"Madha Colony, Wardha, Maharashtra",Wardha,Maharashtra,India,,1916,758
1917,2,Houses & Villas,2,2,,"Saidapur, Satara, Maharashtra",Satara,Maharashtra,India,,1917,1628
1918,1,Houses & Villas,1,1,,"Kurla West, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1918,1918
1919,3,Houses & Villas,3,3,,"Amravati Mahanagar, Amravati, Maharashtra",Amravati,Maharashtra,India,,1919,1919
1920,4,Houses & Villas,4,2,,"Azamshaha Chowk, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1920,1920
1921,1,Houses & Villas,1,1,,"Nanded Naka, Latur, Maharashtra",Latur,Maharashtra,India,,1921,571
1922,3,Houses & Villas,3,3,,"Yadav Nagar, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1922,415
1923,2,Houses & Villas,2,1,,"Kalyan, Thane, Maharashtra",Thane,Maharashtra,India,,1923,1923
1924,1,Houses & Villas,1,1,,"Dalmill Area, Jalgaon, Maharashtra",Jalgaon,Maharashtra,India,,62,62
1925,1,Houses & Villas,1,1,,"Mukundwadi, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,63,63
1926,3,Houses & Villas,3,3,,"Supreme Colony, Jalgaon, Maharashtra",Jalgaon,Maharashtra,India,,67,67
1927,3,Houses & Villas,3,3,,"Wagholi, Pune, Maharashtra",Pune,Maharashtra,India,,280,280
1928,4+,Houses & Villas,4+,4+,,"Varvade, Shirpur, Maharashtra",Shirpur,Maharashtra,India,,211,364
1929,2,Houses & Villas,2,2,,"Kandivali West, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1929,1406
1930,1,Houses & Villas,1,1,,"Vitawa, Thane, Maharashtra",Thane,Maharashtra,India,,1930,898
1931,4,Houses & Villas,4,3,,"Panch Pakhadi, Thane, Maharashtra",Thane,Maharashtra,India,,1931,1931
1932,4+,Houses & Villas,4+,3,,"Moshi, Pune, Maharashtra",Pune,Maharashtra,India,,1932,1932
1933,3,Houses & Villas,3,3,,"Lake Paradise, Talegaon Dabhade, Maharashtra",Talegaon Dabhade,Maharashtra,India,,1933,279
1934,2,Houses & Villas,2,2,,"Waghapur, Yavatmal, Maharashtra",Yavatmal,Maharashtra,India,,1934,1934
1935,4,Houses & Villas,4,1,,"Chhatrapati Rajaram Timber Market, Kolhapur, Maharashtra",Kolhapur,Maharashtra,India,,1935,650
1936,2,Houses & Villas,2,2,,"Bele Nagar, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1936,1936
1937,2,Houses & Villas,2,1,,"Nirman Nagar, Chandrapur, Maharashtra",Chandrapur,Maharashtra,India,,518,1681
1938,1,Houses & Villas,1,1,,"Panchavati, Nashik, Maharashtra",Nashik,Maharashtra,India,,1938,1938
1939,1,Houses & Villas,1,1,,"Ashoka Marg, Nashik, Maharashtra",Nashik,Maharashtra,India,,1939,1154
1940,1,Houses & Villas,1,1,,"Netaji Nagar, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1940,1940
1941,2,Houses & Villas,2,1,,"Chikalthana MIDC, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,1941,1431
1942,1,Houses & Villas,1,1,,"Sakkardara, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1942,877
1943,4,Houses & Villas,4,4,,"Udyog Bhavan Area, Sinnar, Maharashtra",Sinnar,Maharashtra,India,,1943,1572
1944,1,Houses & Villas,1,1,,"Itkheda, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,1944,554
1945,4,Houses & Villas,4,4+,,"Mangaldham Colony, Amravati, Maharashtra",Amravati,Maharashtra,India,,1945,1945
1946,2,Houses & Villas,2,2,,"Vijapur Bus Chowk, Solapur, Maharashtra",Solapur,Maharashtra,India,,1946,1946
1947,1,Houses & Villas,1,1,,"Shiv Prasad Colony, Kolhapur, Maharashtra",Kolhapur,Maharashtra,India,,1947,1947
1948,2,Houses & Villas,2,2,,"Shingnapurvasti, Kolhapur, Maharashtra",Kolhapur,Maharashtra,India,,1948,1948
1949,4+,Houses & Villas,4+,4+,,"Vasai East, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1949,1949
1950,4+,Houses & Villas,4+,2,,"Bhandewadi Near Pardi, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1950,1681
1951,3,Houses & Villas,3,4,,"Kavesar, Thane, Maharashtra",Thane,Maharashtra,India,,1951,1951
1952,3,Houses & Villas,3,2,,"Indraprasth Nagari, Nashik, Maharashtra",Nashik,Maharashtra,India,,1952,1952
1953,2,Houses & Villas,2,3,,"Makhmalabad Koliwada, Nashik, Maharashtra",Nashik,Maharashtra,India,,1953,1953
1954,2,Houses & Villas,2,2,,"Wagholi, Pune, Maharashtra",Pune,Maharashtra,India,,123,1954
1955,2,Houses & Villas,2,2,,"Mathura Nagar, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,1955,1686
1956,1,Houses & Villas,1,3,,"Kedgaon, Ahmadnagar, Maharashtra",Ahmadnagar,Maharashtra,India,,1956,1956
1957,1,Houses & Villas,1,1,,"Vasai East, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,1957,1957
1958,4+,Houses & Villas,4+,2,,"Asava Nagar, Jalgaon, Maharashtra",Jalgaon,Maharashtra,India,,1958,1958
1959,3,Houses & Villas,3,2,,"Akkalkot, Akkalkot, Maharashtra",Akkalkot,Maharashtra,India,,1959,1959
1960,4+,Houses & Villas,4+,4+,,"Dehu, Pune, Maharashtra",Pune,Maharashtra,India,,1960,1960
1961,2,Houses & Villas,2,2,,"Balaji Nagar, Pune, Maharashtra",Pune,Maharashtra,India,,1961,1961
1962,3,Houses & Villas,3,2,,"Bori, Butibori, Maharashtra",Butibori,Maharashtra,India,,878,1962
1963,2,Houses & Villas,2,2,,"Wanjari Nagar, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1963,1963
1964,1,Houses & Villas,1,1,,"Ghatkopar West, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,200,200
1965,1,Houses & Villas,1,1,,"Bhosari, Pune, Maharashtra",Pune,Maharashtra,India,,1965,498
1966,4,Houses & Villas,4,2,,"Ipco Colony, Nashik, Maharashtra",Nashik,Maharashtra,India,,1966,1966
1967,2,Houses & Villas,2,3,,"Santosh Nagar, Pune, Maharashtra",Pune,Maharashtra,India,,1967,22
1968,3,Houses & Villas,3,2,,"Sangram Nagar, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,1968,174
1969,4,Houses & Villas,4,4,,"Zingabai Takli, Nagpur, Maharashtra",Nagpur,Maharashtra,India,,1969,1969
1970,2,Houses & Villas,2,2,,"Uran, Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,,1970,1970
1971,2,Houses & Villas,2,2,,"Nandur Naka, Nashik, Maharashtra",Nashik,Maharashtra,India,,1971,1971
1972,2,Houses & Villas,2,3,,"Chhatrapatii Chowk, Pusad, Maharashtra",Pusad,Maharashtra,India,,1972,1972
